Learning order,PL* rounds,PL* MQ resets,PL* MQ input symbols,PL* EQ resets,PL* EQ input symbols,PL* total resets,PL* total input symbols,Non-adaptive rounds,Non-adaptive MQ resets,Non-adaptive MQ input symbols,Non-adaptive EQ resets,Non-adaptive EQ input symbols,Non-adaptive total resets,Non-adaptive total input symbols
[1; 5; 2; 9; 3; 6; 11; 15; 4; 14; 13; 7; 8; 10; 12],15,78351,433110,3642695,23803703,3721046,24236813,30,73937,401613,4355463,28235499,4429400,28637112
[6; 8; 1; 11; 15; 13; 5; 4; 14; 7; 9; 3; 12; 10; 2],19,78533,432764,3792293,24745358,3870826,25178122,30,73937,401613,4355463,28235499,4429400,28637112
[8; 11; 6; 14; 10; 3; 4; 7; 9; 5; 1; 15; 12; 2; 13],19,78690,432004,3737501,24404766,3816191,24836770,30,73937,401613,4355463,28235499,4429400,28637112
[1; 12; 14; 4; 15; 6; 10; 5; 11; 2; 13; 9; 7; 8; 3],18,79917,441356,3676959,24002581,3756876,24443937,30,73937,401613,4355463,28235499,4429400,28637112
[14; 13; 2; 3; 6; 8; 12; 4; 11; 5; 9; 15; 7; 10; 1],17,77508,427778,3709520,24198129,3787028,24625907,30,73937,401613,4355463,28235499,4429400,28637112
[14; 12; 7; 1; 8; 10; 13; 15; 2; 4; 9; 6; 5; 3; 11],18,78669,432839,3780419,24598926,3859088,25031765,30,73937,401613,4355463,28235499,4429400,28637112
[1; 12; 10; 4; 7; 5; 2; 8; 13; 9; 11; 14; 15; 3; 6],18,79405,437857,3766039,24565399,3845444,25003256,30,73937,401613,4355463,28235499,4429400,28637112
[12; 11; 15; 9; 7; 6; 14; 5; 3; 10; 13; 1; 2; 4; 8],18,79157,436463,3673712,23942465,3752869,24378928,30,73937,401613,4355463,28235499,4429400,28637112
[12; 10; 15; 13; 1; 7; 6; 8; 5; 2; 9; 14; 11; 4; 3],16,79476,438746,3682816,24051203,3762292,24489949,30,73937,401613,4355463,28235499,4429400,28637112
[12; 15; 3; 8; 10; 6; 5; 1; 2; 4; 13; 7; 9; 14; 11],20,80922,446261,3721651,24333224,3802573,24779485,30,73937,401613,4355463,28235499,4429400,28637112
[13; 7; 12; 11; 9; 3; 5; 6; 4; 8; 2; 15; 10; 14; 1],18,79120,436295,3776674,24625677,3855794,25061972,30,73937,401613,4355463,28235499,4429400,28637112
[14; 8; 5; 2; 7; 4; 1; 10; 3; 12; 9; 15; 13; 11; 6],17,78508,430805,3775949,24608473,3854457,25039278,30,73937,401613,4355463,28235499,4429400,28637112
[13; 8; 4; 11; 6; 14; 1; 10; 7; 5; 2; 15; 3; 12; 9],18,76916,420689,3780878,24619001,3857794,25039690,30,73937,401613,4355463,28235499,4429400,28637112
[2; 14; 5; 15; 9; 13; 6; 4; 10; 11; 7; 8; 12; 3; 1],16,78353,429938,3661906,23877784,3740259,24307722,30,73937,401613,4355463,28235499,4429400,28637112
[10; 9; 4; 3; 6; 7; 12; 5; 11; 2; 13; 15; 14; 8; 1],17,76851,421530,3907378,25500983,3984229,25922513,30,73937,401613,4355463,28235499,4429400,28637112
[4; 13; 7; 6; 8; 12; 1; 10; 11; 2; 3; 5; 15; 14; 9],20,79780,438911,3881212,25316635,3960992,25755546,30,73937,401613,4355463,28235499,4429400,28637112
[8; 2; 3; 12; 13; 11; 9; 15; 6; 1; 7; 5; 14; 10; 4],19,77583,426121,3836387,24971638,3913970,25397759,30,73937,401613,4355463,28235499,4429400,28637112
[1; 10; 12; 2; 15; 14; 13; 8; 7; 4; 5; 3; 11; 9; 6],16,77779,429208,3633066,23709480,3710845,24138688,30,73937,401613,4355463,28235499,4429400,28637112
[3; 13; 1; 4; 10; 14; 12; 2; 8; 5; 6; 9; 7; 11; 15],19,80207,443992,3827287,24897225,3907494,25341217,30,73937,401613,4355463,28235499,4429400,28637112
[4; 9; 12; 2; 15; 13; 10; 5; 14; 8; 7; 3; 1; 11; 6],18,77985,427347,3766585,24489126,3844570,24916473,30,73937,401613,4355463,28235499,4429400,28637112
[14; 13; 3; 15; 5; 11; 1; 8; 12; 10; 9; 6; 7; 4; 2],19,79017,435908,3847767,25044488,3926784,25480396,30,73937,401613,4355463,28235499,4429400,28637112
[7; 8; 4; 15; 1; 3; 5; 11; 9; 10; 2; 6; 12; 14; 13],18,78771,434114,3646805,23791008,3725576,24225122,30,73937,401613,4355463,28235499,4429400,28637112
[13; 11; 2; 5; 1; 12; 10; 14; 7; 6; 15; 9; 3; 8; 4],18,78303,430815,3747153,24479030,3825456,24909845,30,73937,401613,4355463,28235499,4429400,28637112
[5; 3; 9; 14; 2; 1; 4; 13; 12; 15; 11; 6; 8; 7; 10],19,78722,432123,3870902,25178021,3949624,25610144,30,73937,401613,4355463,28235499,4429400,28637112
[14; 4; 3; 10; 15; 1; 12; 6; 8; 2; 13; 5; 11; 9; 7],19,79619,437892,3802502,24771655,3882121,25209547,30,73937,401613,4355463,28235499,4429400,28637112
[8; 6; 3; 2; 9; 15; 12; 13; 5; 14; 1; 10; 11; 4; 7],19,80184,441481,3707339,24165028,3787523,24606509,30,73937,401613,4355463,28235499,4429400,28637112
[7; 5; 3; 8; 14; 1; 4; 6; 2; 15; 11; 10; 9; 13; 12],18,80205,444674,3780116,24617459,3860321,25062133,30,73937,401613,4355463,28235499,4429400,28637112
[9; 14; 12; 10; 11; 8; 4; 15; 1; 3; 7; 13; 5; 6; 2],18,78022,428776,3738982,24332836,3817004,24761612,30,73937,401613,4355463,28235499,4429400,28637112
[6; 7; 12; 1; 11; 10; 13; 5; 2; 4; 14; 9; 3; 15; 8],20,80305,442461,3849588,25110329,3929893,25552790,30,73937,401613,4355463,28235499,4429400,28637112
[5; 9; 6; 10; 7; 8; 1; 4; 12; 13; 2; 15; 11; 3; 14],17,79010,434097,3694819,24131793,3773829,24565890,30,73937,401613,4355463,28235499,4429400,28637112
[10; 13; 9; 2; 3; 11; 14; 1; 4; 7; 5; 6; 8; 15; 12],16,79089,434728,3655328,23870776,3734417,24305504,30,73937,401613,4355463,28235499,4429400,28637112
[10; 4; 2; 1; 7; 3; 15; 14; 12; 8; 6; 11; 13; 9; 5],18,79659,439773,3752240,24449903,3831899,24889676,30,73937,401613,4355463,28235499,4429400,28637112
[8; 9; 15; 7; 3; 10; 4; 2; 14; 1; 11; 5; 6; 13; 12],18,78024,428770,3786439,24675332,3864463,25104102,30,73937,401613,4355463,28235499,4429400,28637112
[3; 4; 11; 9; 8; 10; 7; 13; 6; 15; 2; 14; 1; 5; 12],19,79597,439476,3807669,24795865,3887266,25235341,30,73937,401613,4355463,28235499,4429400,28637112
[4; 2; 6; 5; 7; 13; 14; 11; 12; 15; 10; 1; 8; 3; 9],18,79511,438693,3772734,24595692,3852245,25034385,30,73937,401613,4355463,28235499,4429400,28637112
[15; 10; 7; 8; 9; 12; 4; 2; 1; 11; 5; 3; 13; 14; 6],16,77365,424314,3672808,23977367,3750173,24401681,30,73937,401613,4355463,28235499,4429400,28637112
[9; 1; 2; 8; 10; 7; 6; 14; 15; 4; 11; 5; 12; 3; 13],18,78508,432257,3691011,24083402,3769519,24515659,30,73937,401613,4355463,28235499,4429400,28637112
[13; 3; 7; 5; 2; 4; 11; 14; 9; 8; 10; 6; 1; 15; 12],19,80307,442419,3853611,25093487,3933918,25535906,30,73937,401613,4355463,28235499,4429400,28637112
[8; 12; 3; 7; 13; 5; 14; 11; 10; 6; 9; 1; 2; 4; 15],19,77839,428028,3708673,24160595,3786512,24588623,30,73937,401613,4355463,28235499,4429400,28637112
[6; 2; 10; 8; 4; 9; 11; 1; 13; 7; 14; 12; 5; 15; 3],18,79787,440434,3792893,24712911,3872680,25153345,30,73937,401613,4355463,28235499,4429400,28637112
[14; 7; 5; 2; 4; 11; 9; 12; 1; 3; 6; 15; 8; 10; 13],16,79527,437569,3639571,23742631,3719098,24180200,30,73937,401613,4355463,28235499,4429400,28637112
[15; 14; 6; 3; 13; 5; 8; 4; 2; 12; 7; 10; 1; 9; 11],19,77827,426629,3646735,23828440,3724562,24255069,30,73937,401613,4355463,28235499,4429400,28637112
[14; 6; 5; 9; 12; 15; 2; 10; 8; 3; 11; 7; 4; 13; 1],17,79760,440495,3812967,24894850,3892727,25335345,30,73937,401613,4355463,28235499,4429400,28637112
[13; 8; 14; 10; 2; 5; 11; 9; 4; 6; 3; 15; 12; 7; 1],18,77400,424799,3761573,24514714,3838973,24939513,30,73937,401613,4355463,28235499,4429400,28637112
[8; 5; 4; 2; 12; 14; 13; 11; 3; 9; 15; 6; 10; 1; 7],17,77712,426767,3728585,24344825,3806297,24771592,30,73937,401613,4355463,28235499,4429400,28637112
[14; 10; 5; 4; 15; 9; 13; 2; 3; 1; 11; 8; 7; 6; 12],17,78101,429361,3722105,24261875,3800206,24691236,30,73937,401613,4355463,28235499,4429400,28637112
[5; 11; 1; 3; 15; 9; 12; 6; 13; 7; 14; 4; 10; 2; 8],18,76037,416543,3770406,24609942,3846443,25026485,30,73937,401613,4355463,28235499,4429400,28637112
[14; 12; 9; 8; 7; 3; 13; 6; 11; 1; 2; 4; 15; 10; 5],18,79599,439298,3811682,24834348,3891281,25273646,30,73937,401613,4355463,28235499,4429400,28637112
[14; 11; 3; 10; 12; 8; 5; 6; 7; 15; 1; 13; 2; 9; 4],18,77059,423035,3727685,24370456,3804744,24793491,30,73937,401613,4355463,28235499,4429400,28637112
[2; 13; 4; 5; 8; 1; 7; 6; 15; 14; 10; 9; 3; 11; 12],18,78480,430667,3770237,24565151,3848717,24995818,30,73937,401613,4355463,28235499,4429400,28637112
[6; 5; 4; 1; 2; 10; 7; 3; 13; 15; 14; 12; 9; 11; 8],17,79127,436228,3758126,24494357,3837253,24930585,30,73937,401613,4355463,28235499,4429400,28637112
[14; 2; 6; 7; 1; 3; 12; 8; 11; 10; 4; 5; 9; 15; 13],20,79200,435323,3671537,23985397,3750737,24420720,30,73937,401613,4355463,28235499,4429400,28637112
[14; 3; 13; 2; 11; 12; 7; 1; 5; 4; 8; 15; 6; 9; 10],19,80786,445420,3940700,25690500,4021486,26135920,30,73937,401613,4355463,28235499,4429400,28637112
[5; 8; 10; 14; 12; 11; 15; 6; 2; 9; 3; 4; 13; 1; 7],19,77263,422997,3817243,24904272,3894506,25327269,30,73937,401613,4355463,28235499,4429400,28637112
[9; 15; 3; 11; 7; 1; 10; 5; 13; 8; 2; 14; 4; 6; 12],17,79007,435803,3684933,24076844,3763940,24512647,30,73937,401613,4355463,28235499,4429400,28637112
[6; 9; 4; 14; 3; 5; 7; 13; 10; 15; 11; 2; 12; 1; 8],17,78962,433838,3766775,24541981,3845737,24975819,30,73937,401613,4355463,28235499,4429400,28637112
[12; 13; 5; 9; 8; 15; 2; 10; 6; 4; 7; 14; 11; 1; 3],18,78398,430183,3763133,24568798,3841531,24998981,30,73937,401613,4355463,28235499,4429400,28637112
[15; 1; 7; 2; 14; 4; 13; 8; 10; 6; 11; 9; 5; 12; 3],18,78968,435301,3707149,24185200,3786117,24620501,30,73937,401613,4355463,28235499,4429400,28637112
[15; 14; 3; 6; 13; 12; 9; 5; 4; 8; 1; 10; 11; 7; 2],19,79697,440603,3655914,23922817,3735611,24363420,30,73937,401613,4355463,28235499,4429400,28637112
[12; 13; 14; 2; 15; 10; 6; 11; 1; 9; 8; 3; 7; 5; 4],18,78461,431740,3667441,23945445,3745902,24377185,30,73937,401613,4355463,28235499,4429400,28637112
[6; 2; 7; 3; 1; 12; 9; 4; 15; 5; 14; 11; 10; 13; 8],20,79793,439160,3831525,25022289,3911318,25461449,30,73937,401613,4355463,28235499,4429400,28637112
