Learning order,PL* rounds,PL* MQ resets,PL* MQ input symbols,PL* EQ resets,PL* EQ input symbols,PL* total resets,PL* total input symbols,Non-adaptive rounds,Non-adaptive MQ resets,Non-adaptive MQ input symbols,Non-adaptive EQ resets,Non-adaptive EQ input symbols,Non-adaptive total resets,Non-adaptive total input symbols
[13; 6; 3; 9; 11; 7; 12; 16; 8; 4; 5; 1; 14; 10; 15; 2],18,710751,5666513,75851939,726310585,76562690,731977098,22,642412,4804082,82690520,786870011,83332932,791674093
[2; 12; 9; 4; 10; 13; 7; 1; 3; 8; 5; 6; 11; 15; 14; 16],16,789028,5904736,76406833,733516944,77195861,739421680,22,642412,4804082,82690520,786870011,83332932,791674093
[12; 16; 5; 8; 14; 3; 7; 2; 4; 6; 9; 1; 15; 10; 11; 13],16,733752,5627966,75805247,726219771,76538999,731847737,22,642412,4804082,82690520,786870011,83332932,791674093
[9; 8; 10; 12; 7; 14; 1; 6; 4; 5; 2; 16; 15; 3; 13; 11],18,807981,6232350,76774023,733553768,77582004,739786118,22,642412,4804082,82690520,786870011,83332932,791674093
[4; 13; 1; 5; 12; 9; 10; 16; 8; 7; 3; 15; 6; 14; 11; 2],16,808768,6188302,75474542,723210172,76283310,729398474,22,642412,4804082,82690520,786870011,83332932,791674093
[11; 6; 13; 8; 15; 14; 5; 16; 9; 7; 10; 4; 2; 1; 12; 3],18,696743,5320603,74470245,712018822,75166988,717339425,22,642412,4804082,82690520,786870011,83332932,791674093
[7; 2; 16; 3; 8; 12; 14; 6; 13; 9; 5; 4; 11; 15; 10; 1],18,717306,5389398,75327279,720890315,76044585,726279713,22,642412,4804082,82690520,786870011,83332932,791674093
[13; 12; 3; 10; 5; 6; 11; 16; 9; 7; 4; 1; 2; 15; 8; 14],16,814510,6262458,75793738,726470298,76608248,732732756,22,642412,4804082,82690520,786870011,83332932,791674093
[2; 3; 7; 10; 13; 12; 8; 11; 6; 14; 9; 5; 4; 1; 16; 15],18,785651,6084791,74487588,713721384,75273239,719806175,22,642412,4804082,82690520,786870011,83332932,791674093
[13; 10; 14; 15; 2; 4; 11; 7; 12; 3; 5; 6; 8; 16; 1; 9],18,817155,6252118,78137292,747466308,78954447,753718426,22,642412,4804082,82690520,786870011,83332932,791674093
[10; 2; 7; 8; 3; 11; 6; 4; 14; 9; 12; 16; 15; 1; 13; 5],18,818402,6104016,80667990,770070353,81486392,776174369,22,642412,4804082,82690520,786870011,83332932,791674093
[10; 2; 16; 9; 5; 1; 15; 3; 8; 6; 14; 7; 4; 13; 12; 11],18,818402,6104016,80725290,770702652,81543692,776806668,22,642412,4804082,82690520,786870011,83332932,791674093
[4; 12; 14; 10; 11; 2; 8; 1; 16; 3; 15; 9; 5; 13; 7; 6],16,810362,6266560,75473134,722986098,76283496,729252658,22,642412,4804082,82690520,786870011,83332932,791674093
[2; 4; 14; 7; 9; 10; 13; 6; 8; 5; 1; 15; 12; 11; 3; 16],16,787098,6191128,75796364,726802050,76583462,732993178,22,642412,4804082,82690520,786870011,83332932,791674093
[10; 13; 8; 3; 16; 6; 11; 2; 1; 9; 14; 4; 7; 12; 5; 15],18,818402,6104016,80447469,767953699,81265871,774057715,22,642412,4804082,82690520,786870011,83332932,791674093
[10; 16; 14; 11; 1; 8; 12; 3; 5; 7; 15; 4; 9; 13; 6; 2],18,818402,6104016,80694916,770391643,81513318,776495659,22,642412,4804082,82690520,786870011,83332932,791674093
[13; 15; 8; 14; 7; 12; 4; 6; 3; 10; 1; 16; 11; 5; 2; 9],16,752524,5757082,77341107,741315200,78093631,747072282,22,642412,4804082,82690520,786870011,83332932,791674093
[3; 7; 16; 12; 9; 13; 15; 10; 6; 4; 2; 5; 14; 8; 1; 11],18,807513,6450743,76523478,733434415,77330991,739885158,22,642412,4804082,82690520,786870011,83332932,791674093
[1; 8; 7; 13; 3; 10; 4; 5; 12; 14; 15; 9; 11; 16; 6; 2],16,797200,6192540,77672835,745779660,78470035,751972200,22,642412,4804082,82690520,786870011,83332932,791674093
[3; 2; 13; 14; 9; 15; 8; 12; 4; 7; 16; 5; 6; 11; 1; 10],16,735522,5598506,75637391,724673521,76372913,730272027,22,642412,4804082,82690520,786870011,83332932,791674093
[14; 7; 2; 3; 4; 8; 12; 16; 6; 10; 1; 15; 5; 9; 13; 11],18,771373,6560651,77846522,746464683,78617895,753025334,22,642412,4804082,82690520,786870011,83332932,791674093
[14; 4; 6; 16; 1; 11; 8; 13; 10; 5; 7; 12; 9; 2; 3; 15],16,764092,5869820,76016895,728049229,76780987,733919049,22,642412,4804082,82690520,786870011,83332932,791674093
[12; 13; 4; 1; 15; 9; 14; 5; 16; 10; 8; 11; 3; 6; 2; 7],16,802954,6114846,76664261,734061615,77467215,740176461,22,642412,4804082,82690520,786870011,83332932,791674093
[3; 1; 10; 5; 13; 7; 8; 2; 6; 16; 15; 4; 11; 14; 12; 9],16,816172,6909956,77309658,741735704,78125830,748645660,22,642412,4804082,82690520,786870011,83332932,791674093
[13; 11; 9; 10; 15; 7; 2; 1; 5; 6; 14; 12; 3; 8; 4; 16],16,787962,6032908,75520510,724730404,76308472,730763312,22,642412,4804082,82690520,786870011,83332932,791674093
[6; 13; 10; 11; 9; 2; 12; 5; 7; 3; 14; 4; 15; 1; 16; 8],18,743558,5522818,75701961,723288936,76445519,728811754,22,642412,4804082,82690520,786870011,83332932,791674093
[13; 6; 9; 15; 2; 3; 5; 16; 1; 14; 10; 11; 7; 12; 4; 8],18,721083,5776136,75289953,720588210,76011036,726364346,22,642412,4804082,82690520,786870011,83332932,791674093
[7; 3; 11; 12; 4; 6; 5; 10; 15; 14; 2; 13; 1; 16; 9; 8],18,726602,5516868,74435505,713293694,75162107,718810562,22,642412,4804082,82690520,786870011,83332932,791674093
[7; 5; 1; 2; 14; 16; 12; 8; 4; 9; 3; 10; 6; 15; 13; 11],18,774446,5844426,78797602,755632613,79572048,761477039,22,642412,4804082,82690520,786870011,83332932,791674093
[13; 10; 12; 14; 4; 9; 2; 3; 8; 15; 5; 16; 11; 6; 7; 1],18,817155,6397610,78374079,749176700,79191234,755574310,22,642412,4804082,82690520,786870011,83332932,791674093
[2; 11; 9; 5; 12; 7; 10; 14; 8; 1; 16; 15; 3; 4; 13; 6],16,756294,5952340,75808514,727455077,76564808,733407417,22,642412,4804082,82690520,786870011,83332932,791674093
[9; 6; 14; 16; 7; 1; 11; 4; 12; 3; 10; 8; 5; 13; 2; 15],18,703298,5258099,78702803,755243980,79406101,760502079,22,642412,4804082,82690520,786870011,83332932,791674093
[2; 7; 8; 15; 5; 13; 6; 11; 3; 12; 16; 1; 4; 9; 14; 10],18,693466,5325448,75108378,719415594,75801844,724741042,22,642412,4804082,82690520,786870011,83332932,791674093
[10; 9; 4; 15; 14; 1; 6; 7; 12; 11; 2; 13; 16; 8; 3; 5],18,818402,6104016,80502410,768889999,81320812,774994015,22,642412,4804082,82690520,786870011,83332932,791674093
[15; 4; 12; 6; 5; 16; 7; 14; 11; 13; 10; 9; 8; 3; 2; 1],18,740934,5619069,78196479,750006085,78937413,755625154,22,642412,4804082,82690520,786870011,83332932,791674093
[7; 5; 4; 9; 3; 2; 11; 1; 14; 10; 8; 15; 6; 12; 16; 13],18,787450,5971126,76508069,733821425,77295519,739792551,22,642412,4804082,82690520,786870011,83332932,791674093
[5; 16; 11; 15; 7; 3; 8; 10; 2; 4; 1; 6; 14; 12; 9; 13],16,756580,5973334,77149037,740969351,77905617,746942685,22,642412,4804082,82690520,786870011,83332932,791674093
[12; 2; 1; 16; 15; 13; 10; 3; 8; 5; 6; 9; 11; 4; 7; 14],16,783498,5974528,75610660,725138203,76394158,731112731,22,642412,4804082,82690520,786870011,83332932,791674093
[4; 13; 1; 9; 7; 2; 10; 6; 3; 12; 11; 5; 15; 8; 14; 16],16,791120,6066180,76312882,731355646,77104002,737421826,22,642412,4804082,82690520,786870011,83332932,791674093
[7; 16; 13; 14; 3; 5; 6; 1; 8; 15; 2; 11; 4; 9; 12; 10],18,706058,5268824,75765833,725453491,76471891,730722315,22,642412,4804082,82690520,786870011,83332932,791674093
[7; 15; 12; 1; 10; 4; 8; 16; 11; 13; 14; 2; 3; 6; 5; 9],18,802890,6012402,74559488,715028593,75362378,721040995,22,642412,4804082,82690520,786870011,83332932,791674093
[15; 8; 11; 7; 4; 13; 5; 9; 6; 14; 3; 2; 16; 12; 1; 10],16,705546,5309450,75476246,723740477,76181792,729049927,22,642412,4804082,82690520,786870011,83332932,791674093
[4; 6; 16; 12; 2; 11; 15; 3; 14; 8; 1; 7; 13; 10; 5; 9],18,734850,5599960,75637368,724717380,76372218,730317340,22,642412,4804082,82690520,786870011,83332932,791674093
[2; 14; 12; 10; 8; 1; 7; 15; 11; 16; 13; 9; 3; 6; 5; 4],16,793802,6076744,76066334,728991800,76860136,735068544,22,642412,4804082,82690520,786870011,83332932,791674093
[2; 4; 10; 15; 1; 5; 13; 9; 11; 7; 14; 6; 3; 12; 16; 8],16,791032,6023814,76840842,737775660,77631874,743799474,22,642412,4804082,82690520,786870011,83332932,791674093
[14; 7; 15; 5; 12; 3; 2; 9; 8; 11; 16; 13; 6; 1; 10; 4],18,727717,5931272,75676595,723721077,76404312,729652349,22,642412,4804082,82690520,786870011,83332932,791674093
[14; 6; 9; 15; 3; 10; 1; 4; 8; 2; 7; 13; 5; 11; 16; 12],18,748453,5964958,74862735,715526100,75611188,721491058,22,642412,4804082,82690520,786870011,83332932,791674093
[7; 1; 8; 3; 13; 16; 11; 12; 6; 5; 15; 4; 2; 14; 10; 9],18,688910,5170688,75479631,722703209,76168541,727873897,22,642412,4804082,82690520,786870011,83332932,791674093
[15; 6; 2; 7; 1; 8; 4; 13; 5; 12; 10; 3; 16; 14; 9; 11],18,698530,5216505,76162747,728894238,76861277,734110743,22,642412,4804082,82690520,786870011,83332932,791674093
[14; 2; 7; 16; 15; 9; 5; 13; 8; 11; 12; 6; 10; 1; 3; 4],18,720806,6050870,77240897,740818086,77961703,746868956,22,642412,4804082,82690520,786870011,83332932,791674093
[8; 4; 1; 14; 7; 10; 15; 13; 2; 11; 12; 3; 9; 6; 16; 5],16,799876,6002316,76256172,730778405,77056048,736780721,22,642412,4804082,82690520,786870011,83332932,791674093
[16; 3; 4; 11; 13; 7; 5; 8; 10; 1; 15; 9; 6; 2; 14; 12],16,790842,5941096,75688080,725218763,76478922,731159859,22,642412,4804082,82690520,786870011,83332932,791674093
[12; 4; 10; 5; 6; 8; 2; 15; 3; 11; 1; 16; 7; 9; 14; 13],18,814477,6311971,76815083,734762350,77629560,741074321,22,642412,4804082,82690520,786870011,83332932,791674093
[10; 4; 13; 16; 2; 12; 14; 8; 11; 9; 5; 7; 1; 15; 6; 3],18,818402,6104016,81045212,773640223,81863614,779744239,22,642412,4804082,82690520,786870011,83332932,791674093
[9; 11; 14; 4; 16; 2; 15; 3; 13; 6; 5; 8; 7; 1; 10; 12],16,718770,5680080,75724080,725352595,76442850,731032675,22,642412,4804082,82690520,786870011,83332932,791674093
[12; 4; 11; 2; 5; 8; 16; 14; 1; 6; 13; 10; 15; 3; 7; 9],16,723502,5521786,76931577,736672888,77655079,742194674,22,642412,4804082,82690520,786870011,83332932,791674093
[11; 14; 2; 8; 1; 4; 7; 15; 9; 16; 13; 5; 6; 12; 10; 3],16,719572,5394722,75526213,724474983,76245785,729869705,22,642412,4804082,82690520,786870011,83332932,791674093
[9; 6; 10; 5; 7; 12; 3; 16; 8; 11; 1; 13; 2; 15; 14; 4],18,741719,5798056,73655134,704192927,74396853,709990983,22,642412,4804082,82690520,786870011,83332932,791674093
[10; 11; 3; 12; 16; 4; 6; 14; 2; 13; 5; 1; 8; 9; 15; 7],18,818402,6104016,80572162,769243574,81390564,775347590,22,642412,4804082,82690520,786870011,83332932,791674093
[13; 16; 15; 1; 4; 7; 9; 11; 6; 8; 2; 12; 5; 14; 3; 10],16,722326,6076074,75182116,720284628,75904442,726360702,22,642412,4804082,82690520,786870011,83332932,791674093
[6; 11; 4; 14; 16; 13; 12; 5; 2; 7; 15; 3; 1; 9; 8; 10],18,714398,5321530,76974488,735946851,77688886,741268381,22,642412,4804082,82690520,786870011,83332932,791674093
[10; 4; 12; 7; 14; 9; 8; 1; 2; 16; 5; 6; 15; 3; 13; 11],18,818402,6104016,80537492,768678832,81355894,774782848,22,642412,4804082,82690520,786870011,83332932,791674093
[2; 8; 11; 4; 9; 13; 14; 3; 7; 15; 5; 10; 1; 12; 16; 6],16,751684,5800330,75948054,728228939,76699738,734029269,22,642412,4804082,82690520,786870011,83332932,791674093
[4; 8; 10; 12; 2; 7; 1; 13; 14; 5; 16; 11; 6; 3; 15; 9],16,805140,6257632,75585098,725075933,76390238,731333565,22,642412,4804082,82690520,786870011,83332932,791674093
[9; 10; 6; 3; 1; 7; 15; 4; 11; 2; 14; 16; 8; 5; 13; 12],18,816563,6165011,76324403,729838253,77140966,736003264,22,642412,4804082,82690520,786870011,83332932,791674093
