Learning order,PL* rounds,PL* MQ resets,PL* MQ input symbols,PL* EQ resets,PL* EQ input symbols,PL* total resets,PL* total input symbols
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446428,3945225,25783528,4026175,26229956
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446428,3931409,25660479,4012359,26106907
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446428,3931395,25665613,4012345,26112041
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3766504,24599215,3847454,25045641
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446428,3936916,25701662,4017866,26148090
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3711645,24263594,3792595,24710020
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446428,3926361,25625200,4007311,26071628
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3750797,24527858,3831747,24974284
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3703130,24187145,3784080,24633571
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446428,3983318,25945619,4064268,26392047
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3741001,24390609,3821951,24837035
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3747320,24483230,3828270,24929656
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3692004,24116523,3772954,24562949
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3677237,24032739,3758187,24479165
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3744425,24436009,3825375,24882435
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3699589,24186745,3780539,24633171
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3731266,24382929,3812216,24829355
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3727705,24330569,3808655,24776995
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3718510,24273212,3799460,24719638
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446428,3989412,26052364,4070362,26498792
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446428,3947049,25769951,4027999,26216379
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3750746,24462538,3831696,24908964
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3730944,24340746,3811894,24787172
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446428,4011792,26170107,4092742,26616535
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3680495,24067630,3761445,24514056
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446428,4027625,26225414,4108575,26671842
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446428,3988071,26050411,4069021,26496839
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3713374,24252153,3794324,24698579
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3705167,24219638,3786117,24666064
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3708753,24239492,3789703,24685918
[2; 3; 1; 12; 7; 15; 13; 8; 9; 5; 6; 11; 10; 14; 4],20,80950,446426,3759845,24541152,3840795,24987578
